StationCode,Latitude,Longitude,HUC_12,agency_cd,site_id,station_nm,site_tp_cd,lat,lon,coord_acy_cd,datum,elev_m,alt_acy_va,alt_datum_cd,huc8,date_begin,date_end,comid_gage,CEFF_type,SampleID,SampleDate,H_ASCI,COMID_algae,YYYY,MM,DD,US_L3_mod,geometry,metric,comid,data_type,p50_obs,result_type,p50_pred,status_code,status,alteration_type,median_in_iqr,refgage,delta_p50
SMC18169,33.89175,-117.57191,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC18169_2011-06-20 00:00:00_1,2011-06-20,0.6661481565936413,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",Peak_Fre_10,22560716,observed,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1
SMC18169,33.89175,-117.57191,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC18169_2011-06-20 00:00:00_1,2011-06-20,0.6661481565936413,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",Peak_Fre_2,22560716,observed,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref,1
SMC18169,33.89175,-117.57191,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC18169_2011-06-20 00:00:00_1,2011-06-20,0.6661481565936413,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",Peak_Fre_5,22560716,observed,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",DS_Dur_WS,22560716,observed,100,predicted,171,1,likely_unaltered,none_found,FALSE,Non-Ref,0.5847953216374269
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",DS_Tim,22560716,observed,317,predicted,273.55,1,likely_unaltered,none_found,FALSE,Non-Ref,1.1588375068543229
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",DS_Mag_50,22560716,observed,5.85,predicted,3.59428855687745,1,likely_unaltered,none_found,TRUE,Non-Ref,1.6275821786223548
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",DS_Mag_90,22560716,observed,8.610999999999999,predicted,12.1382857990098,1,likely_unaltered,none_found,TRUE,Non-Ref,0.7094082428593381
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",FA_Dur,22560716,observed,4,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref,1
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",FA_Mag,22560716,observed,37.99086596393781,predicted,206.779599230324,1,likely_unaltered,none_found,FALSE,Non-Ref,0.18372637390413554
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",FA_Tim,22560716,observed,16,predicted,39.3,1,likely_unaltered,none_found,TRUE,Non-Ref,0.40712468193384227
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",SP_ROC,22560716,observed,0.09166666666666663,predicted,0.0714285714285714,1,likely_unaltered,none_found,TRUE,Non-Ref,1.2833333333333334
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",SP_Dur,22560716,observed,89,predicted,68,1,likely_unaltered,none_found,TRUE,Non-Ref,1.3088235294117647
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",SP_Mag,22560716,observed,65.85,predicted,571.468249069098,1,likely_unaltered,none_found,FALSE,Non-Ref,0.11522949893938529
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",SP_Tim,22560716,observed,207.5,predicted,188.05,1,likely_unaltered,none_found,TRUE,Non-Ref,1.1034299388460516
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",Wet_BFL_Dur,22560716,observed,152,predicted,117.35,1,likely_unaltered,none_found,TRUE,Non-Ref,1.2952705581593524
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",Peak_Dur_10,22560716,observed,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",Peak_Dur_2,22560716,observed,4,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref,1.3333333333333333
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",Peak_Dur_5,22560716,observed,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,2
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",Peak_Fre_10,22560716,observed,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",Peak_Fre_2,22560716,observed,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref,1
SMC21371,33.8945,-117.57861,180702030606,USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,NAD83, 600, 10,NGVD29,18070203,1980-10-01,2020-11-17,22560716,ALT,SMC21371_2011-06-20 00:00:00_1,2011-06-20,0.7078064893273467,22560716,2011,6,20,Southern California,"c(-117.5628274, 33.8891821)",Peak_Fre_5,22560716,observed,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",DS_Dur_WS,17585808,observed,175,predicted,182.8375,1,likely_unaltered,none_found,TRUE,Non-Ref,0.9571340671361181
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",DS_Tim,17585808,observed,243,predicted,286,0,indeterminate,early,FALSE,Non-Ref,0.8496503496503497
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",DS_Mag_50,17585808,observed,1.95,predicted,2.30495088937821,0,indeterminate,unknown,TRUE,Non-Ref,0.846005009905455
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",DS_Mag_90,17585808,observed,5.417999999999999,predicted,4.29013967220619,0,indeterminate,unknown,TRUE,Non-Ref,1.2628959460459268
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",FA_Dur,17585808,observed,4,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref,1
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",FA_Mag,17585808,observed,26.586886362061566,predicted,15.1298480130244,1,likely_unaltered,none_found,TRUE,Non-Ref,1.7572474184257814
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",FA_Tim,17585808,observed,38.5,predicted,41.3375,1,likely_unaltered,none_found,TRUE,Non-Ref,0.9313577260356819
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",SP_ROC,17585808,observed,0.045698924731182866,predicted,0.0625000000000001,1,likely_unaltered,none_found,FALSE,Non-Ref,0.7311827956989247
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",SP_Dur,17585808,observed,110,predicted,79.625,1,likely_unaltered,none_found,TRUE,Non-Ref,1.3814756671899528
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",SP_Mag,17585808,observed,144,predicted,128.535317948856,0,indeterminate,unknown,TRUE,Non-Ref,1.120314652018812
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",SP_Tim,17585808,observed,148,predicted,175.5,1,likely_unaltered,none_found,FALSE,Non-Ref,0.8433048433048433
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",Wet_BFL_Dur,17585808,observed,38,predicted,89.225,-1,likely_altered,low,FALSE,Non-Ref,0.42588960493135336
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",Peak_Dur_10,17585808,observed,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,2
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",Peak_Dur_2,17585808,observed,4,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref,1
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",Peak_Dur_5,17585808,observed,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref,0.5
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",Peak_Fre_10,17585808,observed,1.5,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref,1.5
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",Peak_Fre_2,17585808,observed,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref,0.5
SMC05407,34.50124,-119.35043,180701010101,USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,2002-02-15,2020-11-17,17585808,ALT,SMC05407_2011-07-21 00:00:00_1,2011-07-21,1.025433316009778,17585818,2011,7,21,Southern California,"c(-119.3573393, 34.5027693)",Peak_Fre_5,17585808,observed,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1
SMC04134,32.82874,-117.05243,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC04134_2011-07-26 00:00:00_1,2011-07-26,0.6894521491582799,20331434,2011,7,26,Southern California,"c(-117.0258627, 32.84032675)",DS_Dur_WS,20331402,observed,175.5,predicted,176.741666666667,1,likely_unaltered,none_found,TRUE,Non-Ref,0.9929746805601377
SMC04134,32.82874,-117.05243,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC04134_2011-07-26 00:00:00_1,2011-07-26,0.6894521491582799,20331434,2011,7,26,Southern California,"c(-117.0258627, 32.84032675)",DS_Tim,20331402,observed,255,predicted,252.8625,1,likely_unaltered,none_found,TRUE,Non-Ref,1.0084532107370605
SMC04134,32.82874,-117.05243,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC04134_2011-07-26 00:00:00_1,2011-07-26,0.6894521491582799,20331434,2011,7,26,Southern California,"c(-117.0258627, 32.84032675)",DS_Mag_50,20331402,observed,1.75,predicted,0.634744890816284,1,likely_unaltered,none_found,TRUE,Non-Ref,2.7570131328658576
SMC04134,32.82874,-117.05243,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC04134_2011-07-26 00:00:00_1,2011-07-26,0.6894521491582799,20331434,2011,7,26,Southern California,"c(-117.0258627, 32.84032675)",DS_Mag_90,20331402,observed,4.210000000000001,predicted,4.91242119119927,1,likely_unaltered,none_found,TRUE,Non-Ref,0.8570112040763779
SMC04134,32.82874,-117.05243,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC04134_2011-07-26 00:00:00_1,2011-07-26,0.6894521491582799,20331434,2011,7,26,Southern California,"c(-117.0258627, 32.84032675)",FA_Dur,20331402,observed,5,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref,1.25
SMC04134,32.82874,-117.05243,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC04134_2011-07-26 00:00:00_1,2011-07-26,0.6894521491582799,20331434,2011,7,26,Southern California,"c(-117.0258627, 32.84032675)",FA_Mag,20331402,observed,18.991390895241672,predicted,35.1187149370486,1,likely_unaltered,none_found,TRUE,Non-Ref,0.5407769313109644
SMC04134,32.82874,-117.05243,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC04134_2011-07-26 00:00:00_1,2011-07-26,0.6894521491582799,20331434,2011,7,26,Southern California,"c(-117.0258627, 32.84032675)",FA_Tim,20331402,observed,17,predicted,42.4666666666667,1,likely_unaltered,none_found,FALSE,Non-Ref,0.4003139717425429
SMC04134,32.82874,-117.05243,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC04134_2011-07-26 00:00:00_1,2011-07-26,0.6894521491582799,20331434,2011,7,26,Southern California,"c(-117.0258627, 32.84032675)",SP_ROC,20331402,observed,0.06458333333333333,predicted,0.0714285714285714,1,likely_unaltered,none_found,TRUE,Non-Ref,0.904166666666667
SMC04134,32.82874,-117.05243,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC04134_2011-07-26 00:00:00_1,2011-07-26,0.6894521491582799,20331434,2011,7,26,Southern California,"c(-117.0258627, 32.84032675)",SP_Dur,20331402,observed,62,predicted,62.2666666666667,1,likely_unaltered,none_found,TRUE,Non-Ref,0.9957173447537467
SMC04134,32.82874,-117.05243,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC04134_2011-07-26 00:00:00_1,2011-07-26,0.6894521491582799,20331434,2011,7,26,Southern California,"c(-117.0258627, 32.84032675)",SP_Mag,20331402,observed,152,predicted,207.786358309517,1,likely_unaltered,none_found,TRUE,Non-Ref,0.7315205927695309
SMC04134,32.82874,-117.05243,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC04134_2011-07-26 00:00:00_1,2011-07-26,0.6894521491582799,20331434,2011,7,26,Southern California,"c(-117.0258627, 32.84032675)",SP_Tim,20331402,observed,188,predicted,182.8125,1,likely_unaltered,none_found,TRUE,Non-Ref,1.0283760683760683
SMC04134,32.82874,-117.05243,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC04134_2011-07-26 00:00:00_1,2011-07-26,0.6894521491582799,20331434,2011,7,26,Southern California,"c(-117.0258627, 32.84032675)",Wet_BFL_Dur,20331402,observed,112.5,predicted,103.0125,1,likely_unaltered,none_found,TRUE,Non-Ref,1.0921004732435384
SMC04134,32.82874,-117.05243,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC04134_2011-07-26 00:00:00_1,2011-07-26,0.6894521491582799,20331434,2011,7,26,Southern California,"c(-117.0258627, 32.84032675)",Peak_Dur_10,20331402,observed,1.5,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1.5
SMC04134,32.82874,-117.05243,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC04134_2011-07-26 00:00:00_1,2011-07-26,0.6894521491582799,20331434,2011,7,26,Southern California,"c(-117.0258627, 32.84032675)",Peak_Dur_2,20331402,observed,3,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref,1
SMC04134,32.82874,-117.05243,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC04134_2011-07-26 00:00:00_1,2011-07-26,0.6894521491582799,20331434,2011,7,26,Southern California,"c(-117.0258627, 32.84032675)",Peak_Dur_5,20331402,observed,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,2
SMC04134,32.82874,-117.05243,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC04134_2011-07-26 00:00:00_1,2011-07-26,0.6894521491582799,20331434,2011,7,26,Southern California,"c(-117.0258627, 32.84032675)",Peak_Fre_10,20331402,observed,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1
