stationid,county,smcshed,latitude,longitude,stationcode,sampledate,projectcode,eventcode,protocolcode,agencycode,samplecomments,locationcode,geometryshape,collectiontime,collectionmethodcode,sampletypecode,replicate,collectiondevicename,sievesize,collectiondepth,unitcollectiondepth,sampleid,benthiccollectioncomments,grabsize,unitgrabsize,replicatename,replicatecollectiondate,numberjars,benthiccollectiondetailcomments,agencycode_labeffort,personnelcode_labeffort,percentsamplecounted,totalgrids,gridsanalyzed,gridsvolumeanalyzed,targetorganismcount,actualorganismcount,extraorganismcount,qcorganismcount,discardedorganismcount,effortqacode,benthiclabeffortcomments,finalid,lifestagecode,baresult,result,unitname,resqualcode,qacode,compliancecode,batchverificationcode,taxonomicqualifier,excludedtaxa,personnelcode_result,labsampleid,enterdate,benthicresultcomments,distinctcode,record_origin,origin_lastupdatedate,record_publish
SMC02484,Los Angeles,Los Angeles,34.14510000,-118.36764000,SMC02484,2013-06-05,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 11:11:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,838.00000000,0,0,,None,,Oocystis lacustris,NR,,36800.8,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02484,Los Angeles,Los Angeles,34.14510000,-118.36764000,SMC02484,2013-06-05,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 11:11:00,Algae_SWAMP,Microalgae,2.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,850.00000000,0,0,,None,,Oocystis lacustris,NR,,48795.6,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02484,Los Angeles,Los Angeles,34.14510000,-118.36764000,SMC02484,2013-06-05,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 11:11:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,838.00000000,0,0,,None,,Oocystis parva,NR,,277922.7083,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02484,Los Angeles,Los Angeles,34.14510000,-118.36764000,SMC02484,2013-06-05,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 11:11:00,Algae_SWAMP,Microalgae,2.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,850.00000000,0,0,,None,,Oocystis parva,NR,,533701.875,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02484,Los Angeles,Los Angeles,34.14510000,-118.36764000,SMC02484,2013-06-05,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 11:11:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,838.00000000,0,0,,None,,Oocystis solitaria,NR,,690015,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02484,Los Angeles,Los Angeles,34.14510000,-118.36764000,SMC02484,2013-06-05,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 11:11:00,Algae_SWAMP,Microalgae,2.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,850.00000000,0,0,,None,,Oocystis solitaria,NR,,1372376.25,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02484,Los Angeles,Los Angeles,34.14510000,-118.36764000,SMC02484,2013-06-05,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 11:11:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,838.00000000,0,0,,None,,Pleurocapsa minor,NR,,181550.6133,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02484,Los Angeles,Los Angeles,34.14510000,-118.36764000,SMC02484,2013-06-05,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 11:11:00,Algae_SWAMP,Microalgae,2.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,850.00000000,0,0,,None,,Pleurocapsa minor,NR,,178700.3307,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02484,Los Angeles,Los Angeles,34.14510000,-118.36764000,SMC02484,2013-06-05,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 11:11:00,Algae_SWAMP,Epiphyte,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,,,,,,,,,None,,Protoderma viride,NR,4.00000000,,count,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02484,Los Angeles,Los Angeles,34.14510000,-118.36764000,SMC02484,2013-06-05,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 11:11:00,Algae_SWAMP,Epiphyte,2.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,,,,,,,,,None,,Protoderma viride,NR,3.00000000,,count,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02484,Los Angeles,Los Angeles,34.14510000,-118.36764000,SMC02484,2013-06-05,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 11:11:00,Algae_SWAMP,Microalgae,2.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,850.00000000,0,0,,None,,Quadrigula closterioides,NR,,15248.625,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02484,Los Angeles,Los Angeles,34.14510000,-118.36764000,SMC02484,2013-06-05,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 11:11:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,838.00000000,0,0,,None,,Scenedesmus acuminatus,NR,,78661.71,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02936,Los Angeles,Los Angeles,34.18590000,-118.64210000,SMC02936,2013-06-18,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 13:31:00,Algae_SWAMP,Microalgae,1.00000000,PVCDelim & SyrScrub,None,-88.00000000,m,,,87.50000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,33,,300.00000000,305.00000000,0,0,,None,,Chaetophorales 1,NR,,2795.513112,um3/cm2,=,None,Pend,NR,None,,"Hristova, R.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02936,Los Angeles,Los Angeles,34.18590000,-118.64210000,SMC02936,2013-06-18,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 13:31:00,Algae_SWAMP,Microalgae,1.00000000,PVCDelim & SyrScrub,None,-88.00000000,m,,,87.50000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,33,,300.00000000,305.00000000,0,0,,None,,Chlorophyta 1,NR,,12893.84578,um3/cm2,=,None,Pend,NR,None,,"Hristova, R.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02936,Los Angeles,Los Angeles,34.18590000,-118.64210000,SMC02936,2013-06-18,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 13:31:00,Algae_SWAMP,Microalgae,1.00000000,PVCDelim & SyrScrub,None,-88.00000000,m,,,87.50000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,33,,300.00000000,305.00000000,0,0,,None,,Chroococcus minor,NR,,782.417664,um3/cm2,=,None,Pend,NR,None,,"Hristova, R.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02936,Los Angeles,Los Angeles,34.18590000,-118.64210000,SMC02936,2013-06-18,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 13:31:00,Algae_SWAMP,Macroalgae,1.00000000,PVCDelim & SyrScrub,None,-88.00000000,m,,,87.50000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,,,,,,,,,None,,Cladophora glomerata,NR,,5247191.954,um3/cm2,=,None,Pend,NR,None,,"Hristova, R.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02936,Los Angeles,Los Angeles,34.18590000,-118.64210000,SMC02936,2013-06-18,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 13:31:00,Algae_SWAMP,Microalgae,1.00000000,PVCDelim & SyrScrub,None,-88.00000000,m,,,87.50000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,33,,300.00000000,305.00000000,0,0,,None,,Cosmarium laeve,NR,,10122.52853,um3/cm2,=,None,Pend,NR,None,,"Hristova, R.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02936,Los Angeles,Los Angeles,34.18590000,-118.64210000,SMC02936,2013-06-18,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 13:31:00,Algae_SWAMP,Epiphyte,1.00000000,PVCDelim & SyrScrub,None,-88.00000000,m,,,87.50000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,,,,,,,,,None,,Heteroleibleinia kossinskajae,NR,97.00000000,,count,=,None,Pend,NR,None,,"Hristova, R.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02936,Los Angeles,Los Angeles,34.18590000,-118.64210000,SMC02936,2013-06-18,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 13:31:00,Algae_SWAMP,Microalgae,1.00000000,PVCDelim & SyrScrub,None,-88.00000000,m,,,87.50000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,33,,300.00000000,305.00000000,0,0,,None,,Heteroleibleinia kossinskajae,NR,,3370.590095,um3/cm2,=,None,Pend,NR,None,,"Hristova, R.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02936,Los Angeles,Los Angeles,34.18590000,-118.64210000,SMC02936,2013-06-18,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 13:31:00,Algae_SWAMP,Epiphyte,1.00000000,PVCDelim & SyrScrub,None,-88.00000000,m,,,87.50000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,,,,,,,,,None,,Leptolyngbya foveolarum,NR,3.00000000,,count,=,None,Pend,NR,None,,"Hristova, R.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02936,Los Angeles,Los Angeles,34.18590000,-118.64210000,SMC02936,2013-06-18,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 13:31:00,Algae_SWAMP,Microalgae,1.00000000,PVCDelim & SyrScrub,None,-88.00000000,m,,,87.50000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,33,,300.00000000,305.00000000,0,0,,None,,Leptolyngbya foveolarum,NR,,3547.286084,um3/cm2,=,None,Pend,NR,None,,"Hristova, R.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02936,Los Angeles,Los Angeles,34.18590000,-118.64210000,SMC02936,2013-06-18,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 13:31:00,Algae_SWAMP,Microalgae,1.00000000,PVCDelim & SyrScrub,None,-88.00000000,m,,,87.50000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,33,,300.00000000,305.00000000,0,0,,None,,Monoraphidium arcuatum,NR,,43.467648,um3/cm2,=,None,Pend,NR,None,,"Hristova, R.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02936,Los Angeles,Los Angeles,34.18590000,-118.64210000,SMC02936,2013-06-18,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 13:31:00,Algae_SWAMP,Microalgae,1.00000000,PVCDelim & SyrScrub,None,-88.00000000,m,,,87.50000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,33,,300.00000000,305.00000000,0,0,,None,,Scenedesmus raciborskii,NR,,1912.576512,um3/cm2,=,None,Pend,NR,None,,"Hristova, R.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Aphanocapsa delicatissima,NR,,518.1,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Aphanothece clathrata,NR,,584.668,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Aphanothece minutissima,NR,,1024.896,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Calothrix parietina,NR,,178832.8125,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Chlorella vulgaris,NR,,11445.3,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Chroococcus dispersus,NR,,6782.4,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Chroococcus minimus,NR,,71631.25,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Chroococcus minor,NR,,66316.8,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Chroococcus minutus,NR,,51025,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Chroococcus vacuolatus,NR,,764.0876,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Geitlerinema amphibium,NR,,5444.76,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Gongrosira cf debaryana,NR,,176625,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Heteroleibleinia kossinskajae,NR,,288.4875,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Leptolyngbya tenuis,NR,,8954.8875,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Monoraphidium minutum,NR,,14333.472,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Oocystis parva,NR,,19625,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Oocystis pusilla,NR,,224510,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Oocystis solitaria,NR,,2649375,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Planktolyngbya limnetica,NR,,11190.96,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Pleurocapsa minor,NR,,35168,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Scenedesmus acuminatus,NR,,25434,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Scenedesmus dimorphus,NR,,101283.84,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Scenedesmus ellipticus,NR,,9043.2,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
SMC02232,Los Angeles,Los Angeles,34.23241000,-118.55240000,SMC02232,2013-06-03,SMCRWM,BA,SWAMP_2007_WS,ABCL,<25 cobbles found- concrete channel,X,Point,1899-12-30 09:10:00,Algae_SWAMP,Microalgae,1.00000000,SyringeScrubber,None,-88.00000000,m,,,58.30000000,cm2,,,1.00000000,,CSUSM,"Fuller, C.",,40,1,,300.00000000,835.00000000,0,0,,None,,Scenedesmus obliquus,NR,,38465,um3/cm2,=,None,Pend,NR,None,,"Fuller, C.",,2014-07-11,,0E-8,SMC,2016-01-23,true
